Hostname,nombre_red,Plugin,Plugin Name,IP Address,Severidad,Port,Protocol,Solution,CVSS_Final,fecha_escaneo,Segmento,CVE,Family,Fixed
btajefcompcom17.rbm.com.co,Estaciones de trabajo,101843,Oracle Java SE Multiple Vulnerabilities (July 2017 CPU),192.168.22.58,Critica,445,TCP,"Upgrade to Oracle JDK / JRE 8 Update 141 / 7 Update 151 / 6 Update 161 or later. If necessary, remove any affected versions.

Note that an Extended Support contract with Oracle is needed to obtain JDK / JRE 6 Update 95 or later.",9.6,10/02/2022,Estaciones de trabajo,"CVE-2017-10053,CVE-2017-10067,CVE-2017-10074,CVE-2017-10078,CVE-2017-10081,CVE-2017-10086,CVE-2017-10087,CVE-2017-10089,CVE-2017-10090,CVE-2017-10096,CVE-2017-10101,CVE-2017-10102,CVE-2017-10104,CVE-2017-10105,CVE-2017-10107,CVE-2017-10108,CVE-2017-10109,CVE-2017-10110,CVE-2017-10111,CVE-2017-10114,CVE-2017-10115,CVE-2017-10116,CVE-2017-10117,CVE-2017-10118,CVE-2017-10121,CVE-2017-10125,CVE-2017-10135,CVE-2017-10145,CVE-2017-10176,CVE-2017-10193,CVE-2017-10198,CVE-2017-10243",Windows,No
,Estaciones de trabajo,15855,POP3 Cleartext Logins Permitted,10.9.100.25,Baja,110,TCP,Contact your vendor for a fix or encrypt traffic with SSL / TLS using stunnel.,2.6,10/02/2022,Estaciones de trabajo,,Misc.,Si
,Estaciones de trabajo,15855,POP3 Cleartext Logins Permitted,10.9.100.29,Baja,110,TCP,Contact your vendor for a fix or encrypt traffic with SSL / TLS using stunnel.,2.6,10/02/2022,Estaciones de trabajo,,Misc.,Si
,Estaciones de trabajo,15855,POP3 Cleartext Logins Permitted,10.9.100.99,Baja,110,TCP,Contact your vendor for a fix or encrypt traffic with SSL / TLS using stunnel.,2.6,10/02/2022,Estaciones de trabajo,,Misc.,Si
,Estaciones de trabajo,15855,POP3 Cleartext Logins Permitted,10.9.100.100,Baja,110,TCP,Contact your vendor for a fix or encrypt traffic with SSL / TLS using stunnel.,2.6,10/02/2022,Estaciones de trabajo,,Misc.,Si
,Estaciones de trabajo,152780,OpenSSL 1.0.2 < 1.0.2za Vulnerability,10.9.100.123,Alta,6787,TCP,Upgrade to OpenSSL version 1.0.2za or later.,7.4,10/02/2022,Estaciones de trabajo,CVE-2021-3712,Web Servers,Si
,Estaciones de trabajo,51192,SSL Certificate Cannot Be Trusted,10.9.210.6,Media,4118,TCP,Purchase or generate a proper SSL certificate for this service.,6.5,10/02/2022,Estaciones de trabajo,,General,Si
,Estaciones de trabajo,57582,SSL Self-Signed Certificate,10.9.210.6,Media,4118,TCP,Purchase or generate a proper SSL certificate for this service.,6.4,10/02/2022,Estaciones de trabajo,,General,Si
btasaplisdp02.rbm.com.co,Estaciones de trabajo,51192,SSL Certificate Cannot Be Trusted,10.9.210.27,Media,58861,TCP,Purchase or generate a proper SSL certificate for this service.,6.5,10/02/2022,Estaciones de trabajo,,General,Si
btasaplisdp02.rbm.com.co,Estaciones de trabajo,57582,SSL Self-Signed Certificate,10.9.210.27,Media,58861,TCP,Purchase or generate a proper SSL certificate for this service.,6.4,10/02/2022,Estaciones de trabajo,,General,Si
btasaplcom01.rbm.com.co,Estaciones de trabajo,51192,SSL Certificate Cannot Be Trusted,10.9.210.28,Media,54630,TCP,Purchase or generate a proper SSL certificate for this service.,6.5,10/02/2022,Estaciones de trabajo,,General,Si
btasaplcom01.rbm.com.co,Estaciones de trabajo,51192,SSL Certificate Cannot Be Trusted,10.9.210.28,Media,57002,TCP,Purchase or generate a proper SSL certificate for this service.,6.5,10/02/2022,Estaciones de trabajo,,General,Si
btasaplcom01.rbm.com.co,Estaciones de trabajo,51192,SSL Certificate Cannot Be Trusted,10.9.210.28,Media,62057,TCP,Purchase or generate a proper SSL certificate for this service.,6.5,10/02/2022,Estaciones de trabajo,,General,Si
btasaplcom01.rbm.com.co,Estaciones de trabajo,51192,SSL Certificate Cannot Be Trusted,10.9.210.28,Media,63588,TCP,Purchase or generate a proper SSL certificate for this service.,6.5,10/02/2022,Estaciones de trabajo,,General,Si
btasaplcom01.rbm.com.co,Estaciones de trabajo,57582,SSL Self-Signed Certificate,10.9.210.28,Media,54630,TCP,Purchase or generate a proper SSL certificate for this service.,6.4,10/02/2022,Estaciones de trabajo,,General,Si
btasaplcom01.rbm.com.co,Estaciones de trabajo,57582,SSL Self-Signed Certificate,10.9.210.28,Media,57002,TCP,Purchase or generate a proper SSL certificate for this service.,6.4,10/02/2022,Estaciones de trabajo,,General,Si
btasaplcom01.rbm.com.co,Estaciones de trabajo,57582,SSL Self-Signed Certificate,10.9.210.28,Media,62057,TCP,Purchase or generate a proper SSL certificate for this service.,6.4,10/02/2022,Estaciones de trabajo,,General,Si
btasaplcom01.rbm.com.co,Estaciones de trabajo,57582,SSL Self-Signed Certificate,10.9.210.28,Media,63588,TCP,Purchase or generate a proper SSL certificate for this service.,6.4,10/02/2022,Estaciones de trabajo,,General,Si
btasaplisdp03.rbm.com.co,Estaciones de trabajo,51192,SSL Certificate Cannot Be Trusted,10.9.210.30,Media,52290,TCP,Purchase or generate a proper SSL certificate for this service.,6.5,10/02/2022,Estaciones de trabajo,,General,Si
btasaplisdp03.rbm.com.co,Estaciones de trabajo,51192,SSL Certificate Cannot Be Trusted,10.9.210.30,Media,59669,TCP,Purchase or generate a proper SSL certificate for this service.,6.5,10/02/2022,Estaciones de trabajo,,General,Si
btasaplisdp03.rbm.com.co,Estaciones de trabajo,51192,SSL Certificate Cannot Be Trusted,10.9.210.30,Media,60462,TCP,Purchase or generate a proper SSL certificate for this service.,6.5,10/02/2022,Estaciones de trabajo,,General,Si
btasaplisdp03.rbm.com.co,Estaciones de trabajo,51192,SSL Certificate Cannot Be Trusted,10.9.210.30,Media,61609,TCP,Purchase or generate a proper SSL certificate for this service.,6.5,10/02/2022,Estaciones de trabajo,,General,Si
btasaplisdp03.rbm.com.co,Estaciones de trabajo,51192,SSL Certificate Cannot Be Trusted,10.9.210.30,Media,62241,TCP,Purchase or generate a proper SSL certificate for this service.,6.5,10/02/2022,Estaciones de trabajo,,General,Si
btasaplisdp03.rbm.com.co,Estaciones de trabajo,51192,SSL Certificate Cannot Be Trusted,10.9.210.30,Media,62244,TCP,Purchase or generate a proper SSL certificate for this service.,6.5,10/02/2022,Estaciones de trabajo,,General,Si
btasaplisdp03.rbm.com.co,Estaciones de trabajo,51192,SSL Certificate Cannot Be Trusted,10.9.210.30,Media,62245,TCP,Purchase or generate a proper SSL certificate for this service.,6.5,10/02/2022,Estaciones de trabajo,,General,Si
btasaplisdp03.rbm.com.co,Estaciones de trabajo,51192,SSL Certificate Cannot Be Trusted,10.9.210.30,Media,62924,TCP,Purchase or generate a proper SSL certificate for this service.,6.5,10/02/2022,Estaciones de trabajo,,General,Si
btasaplisdp03.rbm.com.co,Estaciones de trabajo,51192,SSL Certificate Cannot Be Trusted,10.9.210.30,Media,64424,TCP,Purchase or generate a proper SSL certificate for this service.,6.5,10/02/2022,Estaciones de trabajo,,General,Si
btasaplisdp03.rbm.com.co,Estaciones de trabajo,51192,SSL Certificate Cannot Be Trusted,10.9.210.30,Media,65117,TCP,Purchase or generate a proper SSL certificate for this service.,6.5,10/02/2022,Estaciones de trabajo,,General,Si
btasaplisdp03.rbm.com.co,Estaciones de trabajo,57582,SSL Self-Signed Certificate,10.9.210.30,Media,52290,TCP,Purchase or generate a proper SSL certificate for this service.,6.4,10/02/2022,Estaciones de trabajo,,General,Si
btasaplisdp03.rbm.com.co,Estaciones de trabajo,57582,SSL Self-Signed Certificate,10.9.210.30,Media,59669,TCP,Purchase or generate a proper SSL certificate for this service.,6.4,10/02/2022,Estaciones de trabajo,,General,Si
btasaplisdp03.rbm.com.co,Estaciones de trabajo,57582,SSL Self-Signed Certificate,10.9.210.30,Media,60462,TCP,Purchase or generate a proper SSL certificate for this service.,6.4,10/02/2022,Estaciones de trabajo,,General,Si
btasaplisdp03.rbm.com.co,Estaciones de trabajo,57582,SSL Self-Signed Certificate,10.9.210.30,Media,61609,TCP,Purchase or generate a proper SSL certificate for this service.,6.4,10/02/2022,Estaciones de trabajo,,General,Si
btasaplisdp03.rbm.com.co,Estaciones de trabajo,57582,SSL Self-Signed Certificate,10.9.210.30,Media,62241,TCP,Purchase or generate a proper SSL certificate for this service.,6.4,10/02/2022,Estaciones de trabajo,,General,Si
btasaplisdp03.rbm.com.co,Estaciones de trabajo,57582,SSL Self-Signed Certificate,10.9.210.30,Media,62244,TCP,Purchase or generate a proper SSL certificate for this service.,6.4,10/02/2022,Estaciones de trabajo,,General,Si
btasaplisdp03.rbm.com.co,Estaciones de trabajo,57582,SSL Self-Signed Certificate,10.9.210.30,Media,62245,TCP,Purchase or generate a proper SSL certificate for this service.,6.4,10/02/2022,Estaciones de trabajo,,General,Si
btasaplisdp03.rbm.com.co,Estaciones de trabajo,57582,SSL Self-Signed Certificate,10.9.210.30,Media,62924,TCP,Purchase or generate a proper SSL certificate for this service.,6.4,10/02/2022,Estaciones de trabajo,,General,Si
btasaplisdp03.rbm.com.co,Estaciones de trabajo,57582,SSL Self-Signed Certificate,10.9.210.30,Media,64424,TCP,Purchase or generate a proper SSL certificate for this service.,6.4,10/02/2022,Estaciones de trabajo,,General,Si
btasaplisdp03.rbm.com.co,Estaciones de trabajo,57582,SSL Self-Signed Certificate,10.9.210.30,Media,65117,TCP,Purchase or generate a proper SSL certificate for this service.,6.4,10/02/2022,Estaciones de trabajo,,General,Si
,Estaciones de trabajo,12224,Web Server Load Balancer Detection,10.10.10.10,Baja,8766,TCP,Update the web configuration to hide information disclosure.,2.6,10/02/2022,Estaciones de trabajo,,Web Servers,Si
btasmaildagha02.rbm.com.co,Estaciones de trabajo,45411,SSL Certificate with Wrong Hostname,192.168.1.26,Media,17790,TCP,Purchase or generate a proper SSL certificate for this service.,5.3,10/02/2022,Estaciones de trabajo,,General,Si
btasaplseg10.rbm.com.co,Estaciones de trabajo,156619,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),192.168.1.40,Critica,445,TCP,Apply Cumulative Update KB5009546.,9.8,10/02/2022,Estaciones de trabajo,"CVE-2022-21833,CVE-2022-21834,CVE-2022-21835,CVE-2022-21836,CVE-2022-21838,CVE-2022-21843,CVE-2022-21848,CVE-2022-21849,CVE-2022-21850,CVE-2022-21851,CVE-2022-21857,CVE-2022-21859,CVE-2022-21860,CVE-2022-21862,CVE-2022-21863,CVE-2022-21864,CVE-2022-21866,CVE-2022-21867,CVE-2022-21868,CVE-2022-21870,CVE-2022-21871,CVE-2022-21873,CVE-2022-21874,CVE-2022-21875,CVE-2022-21876,CVE-2022-21878,CVE-2022-21879,CVE-2022-21880,CVE-2022-21881,CVE-2022-21883,CVE-2022-21884,CVE-2022-21885,CVE-2022-21889,CVE-2022-21890,CVE-2022-21892,CVE-2022-21893,CVE-2022-21894,CVE-2022-21895,CVE-2022-21897,CVE-2022-21900,CVE-2022-21901,CVE-2022-21902,CVE-2022-21903,CVE-2022-21904,CVE-2022-21905,CVE-2022-21908,CVE-2022-21910,CVE-2022-21911,CVE-2022-21913,CVE-2022-21914,CVE-2022-21915,CVE-2022-21916,CVE-2022-21919,CVE-2022-21920,CVE-2022-21922,CVE-2022-21924,CVE-2022-21925,CVE-2022-21928,CVE-2022-21958,CVE-2022-21959,CVE-2022-21960,CVE-2022-21961,CVE-2022-21962,CVE-2022-21963,CVE-2022-21964",Windows : Microsoft Bulletins,Si
btasaplseg11.rbm.com.co,Estaciones de trabajo,136929,JQuery 1.2 < 3.5.0 Multiple XSS,192.168.1.43,Media,443,TCP,Upgrade to JQuery version 3.5.0 or later.,6.1,10/02/2022,Estaciones de trabajo,"CVE-2020-11022,CVE-2020-11023",CGI abuses : XSS,Si
btarbmpdc01.rbm.com.co,Estaciones de trabajo,42411,Microsoft Windows SMB Shares Unprivileged Access,192.168.1.49,Alta,445,TCP,"To restrict access under Windows, open Explorer, do a right click on each share, go to the 'sharing' tab, and click on 'permissions'.",7.5,10/02/2022,Estaciones de trabajo,"CVE-1999-0519,CVE-1999-0520",Windows,Si
btasrbmapl02.rbm.com.co,Estaciones de trabajo,112116,Security Updates for Windows 10 / Windows Server 2016 (August 2018) (Spectre) (Meltdown) (Foreshadow),192.168.1.52,Media,445,TCP,Microsoft has released security updates for Windows 10 and Windows Server 2016.,6.4,10/02/2022,Estaciones de trabajo,"CVE-2018-3615,CVE-2018-3620,CVE-2018-3639,CVE-2018-3640,CVE-2018-3646",Windows : Microsoft Bulletins,Si
btasrbmapl02.rbm.com.co,Estaciones de trabajo,119239,Security Updates for Windows 10 / Windows Server 2016 (September 2018) (Spectre),192.168.1.52,Media,445,TCP,Microsoft has released security updates for Windows 10 and Windows Server 2016.,5.6,10/02/2022,Estaciones de trabajo,CVE-2017-5715,Windows : Microsoft Bulletins,Si
btasrbmapl02.rbm.com.co,Estaciones de trabajo,121035,Security Updates for Windows 10 / Windows Server 2016 (January 2019) (Spectre),192.168.1.52,Media,445,TCP,Microsoft has released security updates for Windows 10 and Windows Server 2016.,5.6,10/02/2022,Estaciones de trabajo,CVE-2017-5715,Windows : Microsoft Bulletins,Si
btasrbmapl02.rbm.com.co,Estaciones de trabajo,156619,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),192.168.1.52,Critica,445,TCP,Apply Cumulative Update KB5009546.,9.8,10/02/2022,Estaciones de trabajo,"CVE-2022-21833,CVE-2022-21834,CVE-2022-21835,CVE-2022-21836,CVE-2022-21838,CVE-2022-21843,CVE-2022-21848,CVE-2022-21849,CVE-2022-21850,CVE-2022-21851,CVE-2022-21857,CVE-2022-21859,CVE-2022-21860,CVE-2022-21862,CVE-2022-21863,CVE-2022-21864,CVE-2022-21866,CVE-2022-21867,CVE-2022-21868,CVE-2022-21870,CVE-2022-21871,CVE-2022-21873,CVE-2022-21874,CVE-2022-21875,CVE-2022-21876,CVE-2022-21878,CVE-2022-21879,CVE-2022-21880,CVE-2022-21881,CVE-2022-21883,CVE-2022-21884,CVE-2022-21885,CVE-2022-21889,CVE-2022-21890,CVE-2022-21892,CVE-2022-21893,CVE-2022-21894,CVE-2022-21895,CVE-2022-21897,CVE-2022-21900,CVE-2022-21901,CVE-2022-21902,CVE-2022-21903,CVE-2022-21904,CVE-2022-21905,CVE-2022-21908,CVE-2022-21910,CVE-2022-21911,CVE-2022-21913,CVE-2022-21914,CVE-2022-21915,CVE-2022-21916,CVE-2022-21919,CVE-2022-21920,CVE-2022-21922,CVE-2022-21924,CVE-2022-21925,CVE-2022-21928,CVE-2022-21958,CVE-2022-21959,CVE-2022-21960,CVE-2022-21961,CVE-2022-21962,CVE-2022-21963,CVE-2022-21964",Windows : Microsoft Bulletins,Si
btarbmbdc01.rbm.com.co,Estaciones de trabajo,42411,Microsoft Windows SMB Shares Unprivileged Access,192.168.1.53,Alta,445,TCP,"To restrict access under Windows, open Explorer, do a right click on each share, go to the 'sharing' tab, and click on 'permissions'.",7.5,10/02/2022,Estaciones de trabajo,"CVE-1999-0519,CVE-1999-0520",Windows,Si
btarbmbdc02.rbm.com.co,Estaciones de trabajo,42411,Microsoft Windows SMB Shares Unprivileged Access,192.168.1.78,Alta,445,TCP,"To restrict access under Windows, open Explorer, do a right click on each share, go to the 'sharing' tab, and click on 'permissions'.",7.5,10/02/2022,Estaciones de trabajo,"CVE-1999-0519,CVE-1999-0520",Windows,Si
btasdeepse02,Estaciones de trabajo,138576,Oracle Java SE 1.7.0_271 / 1.8.0_261 / 1.11.0_8 / 1.14.0_2 Multiple Vulnerabilities (Jul 2020 CPU),192.168.1.88,Media,0,TCP,Apply the appropriate patch according to the July 2020 Oracle Critical Patch Update advisory.,4.8,10/02/2022,Estaciones de trabajo,"CVE-2020-14556,CVE-2020-14562,CVE-2020-14573,CVE-2020-14577,CVE-2020-14578,CVE-2020-14579,CVE-2020-14581,CVE-2020-14583,CVE-2020-14593,CVE-2020-14621,CVE-2020-14664",Misc.,Si
btasdeepse02,Estaciones de trabajo,141801,Oracle Java SE 1.7.0_281 / 1.8.0_271 / 1.11.0_9 / 1.15.0_1 Multiple Vulnerabilities (Oct 2020 CPU),192.168.1.88,Media,0,TCP,Apply the appropriate patch according to the October 2020 Oracle Critical Patch Update advisory.,4.2,10/02/2022,Estaciones de trabajo,"CVE-2020-14779,CVE-2020-14781,CVE-2020-14782,CVE-2020-14792,CVE-2020-14796,CVE-2020-14797,CVE-2020-14798,CVE-2020-14803",Misc.,Si
btasdeepse02,Estaciones de trabajo,145219,Oracle Java SE 1.7.0_291 / 1.8.0_281 / 1.11.0_10 / 1.15.0_2 Information Disclosure (Jan 2021 CPU),192.168.1.88,Media,0,TCP,Apply the appropriate patch according to the January 2021 Oracle Critical Patch Update advisory.,5.3,10/02/2022,Estaciones de trabajo,CVE-2020-14803,Misc.,Si
btasdeepse02,Estaciones de trabajo,148961,Oracle Java SE 1.7.0_301 / 1.8.0_291 / 1.11.0_11 / 1.16.0_1 Multiple Vulnerabilities (Unix Apr 2021 CPU),192.168.1.88,Media,0,TCP,Apply the appropriate patch according to the April 2021 Oracle Critical Patch Update advisory.,5.9,10/02/2022,Estaciones de trabajo,"CVE-2021-2161,CVE-2021-2163",Misc.,Si
btasdeepse02,Estaciones de trabajo,152935,RHEL 7 : kernel (RHSA-2021:3327),192.168.1.88,Alta,0,TCP,Update the affected packages.,7.8,10/02/2022,Estaciones de trabajo,"CVE-2020-27777,CVE-2021-22555,CVE-2021-29154,CVE-2021-29650,CVE-2021-32399",Red Hat Local Security Checks,Si
medseccimed08.rbm.com.co,Estaciones de trabajo,132101,Windows Speculative Execution Configuration Check,192.168.30.17,Media,445,TCP,Apply vendor recommended settings.,6.4,10/02/2022,Estaciones de trabajo,"CVE-2017-5715,CVE-2017-5753,CVE-2017-5754,CVE-2018-3615,CVE-2018-3620,CVE-2018-3639,CVE-2018-3646,CVE-2018-12126,CVE-2018-12127,CVE-2018-12130,CVE-2019-11135",Windows,No
medseccimed08.rbm.com.co,Estaciones de trabajo,141430,Microsoft 3D Viewer Base3D Code Execution (October 2020),192.168.30.17,Alta,445,TCP,Upgrade to app version 7.2009.29132.0 or later via the Microsoft Store.,7.8,10/02/2022,Estaciones de trabajo,"CVE-2020-16918,CVE-2020-17003",Windows,No
medseccimed08.rbm.com.co,Estaciones de trabajo,148464,Security Updates for Outlook (April 2021),192.168.30.17,Alta,445,TCP,"Microsoft has released the following security updates to address this issue:  
  -KB4504712
  -KB4504733
  -KB4493185

For Office 365, Office 2016 C2R, or Office 2019, ensure automatic updates are enabled or open any office app and manually perform an update.",7.8,10/02/2022,Estaciones de trabajo,CVE-2021-28452,Windows : Microsoft Bulletins,No
medseccimed08.rbm.com.co,Estaciones de trabajo,148470,Security Updates for Microsoft Excel Products (April 2021),192.168.30.17,Alta,445,TCP,"Microsoft has released the following security updates to address this issue:  
  -KB3017810
  -KB4504721
  -KB4504735   For Office 365, Office 2016 C2R, or Office 2019, ensure automatic updates are enabled or open any office app and manually perform an update.",7.8,10/02/2022,Estaciones de trabajo,"CVE-2021-28449,CVE-2021-28451,CVE-2021-28454,CVE-2021-28456",Windows : Microsoft Bulletins,No
medseccimed08.rbm.com.co,Estaciones de trabajo,148474,Security Updates for Microsoft Office Products (April 2021),192.168.30.17,Alta,445,TCP,"Microsoft has released the following security updates to address this issue:  
  -KB2553491
  -KB2589361
  -KB3178639
  -KB3178643
  -KB4504738
  -KB4504722
  -KB4504726
  -KB4504724
  -KB4504739
  -KB4504727",7.8,10/02/2022,Estaciones de trabajo,"CVE-2021-28449,CVE-2021-28453,CVE-2021-28454",Windows : Microsoft Bulletins,No
medseccimed08.rbm.com.co,Estaciones de trabajo,148478,Security Updates for Microsoft Word Products (April 2021),192.168.30.17,Alta,445,TCP,"Microsoft has released the following security updates to address this issue:  
  -KB4493208
  -KB4493218
  -KB4493198   For Office 365, Office 2016 C2R, or Office 2019, ensure automatic updates are enabled or open any office app and manually perform an update.",7.8,10/02/2022,Estaciones de trabajo,CVE-2021-28453,Windows : Microsoft Bulletins,No
medseccimed08.rbm.com.co,Estaciones de trabajo,149397,Security Updates for Microsoft Excel Products (May 2021),192.168.30.17,Alta,445,TCP,"Microsoft has released the following security updates to address this issue:  
  -KB5001918
  -KB5001936

For Office 365, Office 2016 C2R, or Office 2019, ensure automatic updates are enabled or open any office app and manually perform an update.",7.8,10/02/2022,Estaciones de trabajo,"CVE-2021-31174,CVE-2021-31175,CVE-2021-31177,CVE-2021-31178,CVE-2021-31179",Windows : Microsoft Bulletins,No
medseccimed08.rbm.com.co,Estaciones de trabajo,149399,Security Updates for Microsoft Word Products (May 2021),192.168.30.17,Alta,445,TCP,"Microsoft has released the following security updates to address this issue:  
  -KB5001919
  -KB5001931

For Office 365, Office 2016 C2R, or Office 2019, ensure automatic updates are enabled or open any office app and manually perform an update.",7.8,10/02/2022,Estaciones de trabajo,CVE-2021-31180,Windows : Microsoft Bulletins,No
medseccimed08.rbm.com.co,Estaciones de trabajo,149401,Security Updates for Microsoft Office Products (May 2021),192.168.30.17,Alta,445,TCP,"Microsoft has released the following security updates to address these issues:  
  -KB4464542
  -KB4493206
  -KB4493197
  -KB5001920
  -KB5001923
  -KB5001925
  -KB5001927   For Office 365, Office 2016 C2R, or Office 2019, ensure automatic updates are enabled or open any office app and manually perform an update.",7.8,10/02/2022,Estaciones de trabajo,"CVE-2021-28455,CVE-2021-31174,CVE-2021-31175,CVE-2021-31176,CVE-2021-31178,CVE-2021-31179,CVE-2021-31180",Windows : Microsoft Bulletins,No
medseccimed08.rbm.com.co,Estaciones de trabajo,150351,Security Updates for Outlook (June 2021),192.168.30.17,Alta,445,TCP,"Microsoft has released the following security updates to address this issue:  
  -KB5001934
  -KB5001942   For Office 365, Office 2016 C2R, or Office 2019, ensure automatic updates are enabled or open any office app and manually perform an update.",7.8,10/02/2022,Estaciones de trabajo,CVE-2021-31949,Windows : Microsoft Bulletins,No
medseccimed08.rbm.com.co,Estaciones de trabajo,150352,Microsoft 3D Viewer Multiple Vulnerabilities (June 2021),192.168.30.17,Alta,0,TCP,"Upgrade to app version 7.2105.4012.0, or later via the Microsoft Store.",7.8,10/02/2022,Estaciones de trabajo,"CVE-2021-31942,CVE-2021-31943,CVE-2021-31944",Windows,No
medseccimed08.rbm.com.co,Estaciones de trabajo,150356,Security Updates for Microsoft Office Products (June 2021),192.168.30.17,Alta,445,TCP,"Microsoft has released the following security updates to address this issue:
  -KB5001950
  -KB5001951
  -KB5001953
  -KB5001955   For Office 365, Office 2016 C2R, or Office 2019, ensure automatic updates are enabled or open any office app and manually perform an update.",7.8,10/02/2022,Estaciones de trabajo,"CVE-2021-31939,CVE-2021-31940,CVE-2021-31941,CVE-2021-31949",Windows : Microsoft Bulletins,No
medseccimed08.rbm.com.co,Estaciones de trabajo,150371,Security Updates for Microsoft Excel Products (June 2021),192.168.30.17,Alta,445,TCP,"Microsoft has released the following security updates to address this issue:  
  -KB5001947
  -KB5001963   For Office 365, Office 2016 C2R, or Office 2019, ensure automatic updates are enabled or open any office app and manually perform an update.",7.8,10/02/2022,Estaciones de trabajo,CVE-2021-31939,Windows : Microsoft Bulletins,No
medseccimed08.rbm.com.co,Estaciones de trabajo,151590,Security Updates for Microsoft Word Products (July 2021),192.168.30.17,Alta,445,TCP,"Microsoft has released KB5001949 to address this issue.

For Office 365, Office 2016 C2R, or Office 2019, ensure automatic updates are enabled or open any office app and manually perform an update.",7.8,10/02/2022,Estaciones de trabajo,CVE-2021-34452,Windows : Microsoft Bulletins,No
medseccimed08.rbm.com.co,Estaciones de trabajo,151595,Security Updates for Microsoft Office Products (July 2021),192.168.30.17,Alta,445,TCP,"Microsoft has released the following security updates to address this issue:  
  -KB5001979
  -KB5001983

For Office 365, Office 2016 C2R, or Office 2019, ensure automatic updates are enabled or open any office app and manually perform an update.",8.1,10/02/2022,Estaciones de trabajo,CVE-2021-34469,Windows : Microsoft Bulletins,No
medseccimed08.rbm.com.co,Estaciones de trabajo,151609,Security Updates for Microsoft Excel Products (July 2021),192.168.30.17,Alta,445,TCP,"Microsoft has released the following security updates to address this issue:  
  -KB5001993
  -KB5001977

For Office 365, Office 2016 C2R, or Office 2019, ensure automatic updates are enabled or open any office app and manually perform an update.",7.8,10/02/2022,Estaciones de trabajo,"CVE-2021-34501,CVE-2021-34518",Windows : Microsoft Bulletins,No
medseccimed08.rbm.com.co,Estaciones de trabajo,152520,Security Updates for Microsoft Office Products (August 2021),192.168.30.17,Alta,445,TCP,"For Office C2r, ensure automatic updates are enabled or open any office app and manually perform an update.",7.8,10/02/2022,Estaciones de trabajo,"CVE-2021-34478,CVE-2021-36941",Windows : Microsoft Bulletins,No
medseccimed08.rbm.com.co,Estaciones de trabajo,152521,Security Updates for Microsoft Word Products (August 2021),192.168.30.17,Alta,445,TCP,"For Office C2r, ensure automatic updates are enabled or open any office app and manually perform an update.",7.8,10/02/2022,Estaciones de trabajo,"CVE-2021-34478,CVE-2021-36941",Windows : Microsoft Bulletins,No
medseccimed08.rbm.com.co,Estaciones de trabajo,153380,Security Updates for Microsoft Excel Products (September 2021),192.168.30.17,Alta,445,TCP,"Microsoft has released the following security updates to address this issue:  
  -KB5002003
  -KB5002014

For Office 365, Office 2016 C2R, or Office 2019, ensure automatic updates are enabled or open any office app and manually perform an update.",7.8,10/02/2022,Estaciones de trabajo,"CVE-2021-38655,CVE-2021-38660",Windows : Microsoft Bulletins,No
medseccimed08.rbm.com.co,Estaciones de trabajo,153387,Security Updates for Microsoft Office Products (September 2021),192.168.30.17,Alta,445,TCP,"Microsoft has released the following security updates to address this issue:  
  -KB4484103
  -KB4484108
  -KB5001958
  -KB5001997
  -KB5002005
  -KB5002007

For Office 365, Office 2016 C2R, or Office 2019, ensure automatic updates are enabled or open any office app and manually perform an update.",7.8,10/02/2022,Estaciones de trabajo,"CVE-2021-38646,CVE-2021-38650,CVE-2021-38655,CVE-2021-38657,CVE-2021-38658,CVE-2021-38659,CVE-2021-38660",Windows : Microsoft Bulletins,No
medseccimed08.rbm.com.co,Estaciones de trabajo,154027,Security Updates for Microsoft Excel Products (October 2021),192.168.30.17,Alta,445,TCP,"Microsoft has released the following security updates to address this issue:  
  -KB5002030
  -KB5002043

For Office 365, Office 2016 C2R, or Office 2019, ensure automatic updates are enabled or open any office app and manually perform an update.",7.8,10/02/2022,Estaciones de trabajo,"CVE-2021-40471,CVE-2021-40472,CVE-2021-40473,CVE-2021-40474,CVE-2021-40479,CVE-2021-40485",Windows : Microsoft Bulletins,No
medseccimed08.rbm.com.co,Estaciones de trabajo,154031,Security Updates for Microsoft Word Products (October 2021),192.168.30.17,Alta,445,TCP,"Microsoft has released the following security updates to address this issue:  
  -KB5001960
  -KB5002004

For Office 365, Office 2016 C2R, or Office 2019, ensure automatic updates are enabled or open any office app and manually perform an update.",7.8,10/02/2022,Estaciones de trabajo,CVE-2021-40486,Windows : Microsoft Bulletins,No
medseccimed08.rbm.com.co,Estaciones de trabajo,154038,Security Updates for Microsoft Office Products (October 2021),192.168.30.17,Alta,445,TCP,"Microsoft has released the following security updates to address this issue:  
  -KB4018332
  -KB5001982
  -KB5001985
  -KB4461476

For Office 365, Office 2016 C2R, or Office 2019, ensure automatic updates are enabled or open any office app and manually perform an update.",7.8,10/02/2022,Estaciones de trabajo,"CVE-2021-40454,CVE-2021-40471,CVE-2021-40472,CVE-2021-40473,CVE-2021-40479",Windows : Microsoft Bulletins,No
